Format,Call Letters,Market,Station Name
R&B/Hip-Hop,WBFA,"Columbus, GA ",98.3 THE BEAT
R&B/Hip-Hop,WBHJ,"Birmingham, AL ",95.7 JAMZ
R&B/Hip-Hop,WBHK,"Birmingham, AL ",98.7 KISS FM
R&B/Hip-Hop,WBLK,"Buffalo, NY ",93.7 WBLK
R&B/Hip-Hop,WBLS,"New York, NY ",107.5 FM WBLS
R&B/Hip-Hop,WBLX,"Mobile, Al ",93 BLX
R&B/Hip-Hop,WBTF,"Lexington, KY ",107.9 THE BEAT
R&B/Hip-Hop,WBTJ,"Richmond, VA ",106.5 THE BEAT
R&B/Hip-Hop,WBTP,"Tampa-St. Petersburg, FL ",95.7 THE BEAT
R&B/Hip-Hop,WCDX,"Richmond, VA ",IPOWER 92.1 FM
R&B/Hip-Hop,WCFB,"Orlando, FL ",STAR 94.5
R&B/Hip-Hop,WCGX,"Columbus, OH ",106.7 THE BEAT
R&B/Hip-Hop,WCKX,"Columbus, OH ",POWER 107.5 FM
R&B/Hip-Hop,WDAS,"Philadelphia, PA ",WDAS 105.3 FM
R&B/Hip-Hop,WDKX,"Rochester, NY ",104 WDKX
R&B/Hip-Hop,WDLT,"Mobile, Al ",104.1 WDLT
R&B/Hip-Hop,WDMK,"Detroit, MI ",105.9 KISS FM
R&B/Hip-Hop,WDZZ,"Flint, MI ",Z 92.7
R&B/Hip-Hop,WEAS,"Savannah, GA ",E-93 JAMZ
R&B/Hip-Hop,WEDR,"Miami, FL ",99 JAMZ
R&B/Hip-Hop,WENZ,"Cleveland, OH ",Z107.9
R&B/Hip-Hop,WERQ,"Baltimore, MD ",92Q JAMZ
R&B/Hip-Hop,WEUP,"Huntsville, AL ",103.1 FM WEUP
R&B/Hip-Hop,WFLM,"West Palm Beach-Boca Raton, FL ",104.7 WFLM THE FLAME
R&B/Hip-Hop,WFUN,"St. Louis, MO ",FOXY 95.5
R&B/Hip-Hop,WFXA,"Augusta, GA ",FOXIE 103
R&B/Hip-Hop,WFXC,"Raleigh-Durham, NC ",FOXY 107.1
R&B/Hip-Hop,WFXE,"Columbus, GA ",FOXIE 105 JAMZ
R&B/Hip-Hop,WGCI,"Chicago, IL ",107.5 WGCI
R&B/Hip-Hop,WGIV,"Charlotte, NC ",STREETZ 103.3
R&B/Hip-Hop,WGPR,"Detroit, MI ",HOT 107.5
R&B/Hip-Hop,WGZB,"Louisville, KY ",B96
R&B/Hip-Hop,WHEN-AM,"Syracuse, NY ",POWER 620AM
R&B/Hip-Hop,WHHH,"Indianapolis, IN ",HOT 96.3 FM
R&B/Hip-Hop,WHHL,"St. Louis, MO ",HOT 104.1
R&B/Hip-Hop,WHQT,"Miami, FL ",HOT 105 FM
R&B/Hip-Hop,WHRK,"Memphis, TN ",K97
R&B/Hip-Hop,WHRP,"Huntsville, AL ",94.1 WHRP THE ADULT MIX
R&B/Hip-Hop,WHTA,"Atlanta, GA ",HOT 107.9
R&B/Hip-Hop,WHUR,"Washington, DC ",WHUR 96.3
R&B/Hip-Hop,WHXT,"Columbia, SC ",HOT 103.9
R&B/Hip-Hop,WIIZ,"Augusta, GA ",THE WIZ 97.9 FM
R&B/Hip-Hop,WIKS,"Greenville-New Bern, NC ",101.9 KISS FM
R&B/Hip-Hop,WIMX,"Toledo, OH ",WIMX MIX 95.7
R&B/Hip-Hop,WIZF,"Cincinnati, OH ",101.1 THE WIZ
R&B/Hip-Hop,WJBT,"Jacksonville, FL ",93.3 THE BEAT
R&B/Hip-Hop,WJKS,"Wilmington, DE ",KISS 101.7 FM
R&B/Hip-Hop,WJLB,"Detroit, MI ",WJLB FM 98
R&B/Hip-Hop,WJMH,"Greensboro-Winston Salem, NC ",102-JAMZ
R&B/Hip-Hop,WJMI,"Jackson, MS ",99 JAMS
R&B/Hip-Hop,WJMR,"Milwaukee, WI ",JAMMIN' 98.3 FM
R&B/Hip-Hop,WJMZ,"Greenville-Spartanburg, SC ",107.3 JAMZ!
R&B/Hip-Hop,WJTT,"Chattanooga, TN ",POWER 94
R&B/Hip-Hop,WJUC,"Toledo, OH ",THE JUICE
R&B/Hip-Hop,WJWZ,"Montgomery, AL ",97.9 JAMZ
R&B/Hip-Hop,WJZE,"Toledo, OH ",HOT 97.3
R&B/Hip-Hop,WKJS,"Richmond, VA ",105.7 KISS FM
R&B/Hip-Hop,WKKV,"Milwaukee, WI ",V100
R&B/Hip-Hop,WKSA,"Norfolk-Virginia Beach, VA ",92.1 KISS FM
R&B/Hip-Hop,WKSP,"Augusta, GA ",KISS 96.3
R&B/Hip-Hop,WKXI,"Jackson, MS ",KIXIE 107 FM
R&B/Hip-Hop,WKYS,"Washington, DC ",93.9 KISS FM
R&B/Hip-Hop,WKZJ,"Columbus, GA ",K92.7
R&B/Hip-Hop,WLVH,"Savannah, GA ",LOVE 101.1
R&B/Hip-Hop,WLXC,"Columbia, SC ",KISS 103.1 FM
R&B/Hip-Hop,WMBX,"West Palm Beach-Boca Raton, FL ",X 102.3
R&B/Hip-Hop,WMGL,"Charleston, SC ",MAGIC 107.3
R&B/Hip-Hop,WMIB,"Miami, FL ",103.5 THE BEAT
R&B/Hip-Hop,WMJM,"Louisville, KY ",MAGIC 101.3
R&B/Hip-Hop,WMMJ,"Washington, DC ",MAJIC 102.3
R&B/Hip-Hop,WMPZ,"Chattanooga, TN ",GROOVE 93
R&B/Hip-Hop,WMXD,"Detroit, MI ",MIX 92.3
R&B/Hip-Hop,WMXZ-HD,"Charleston, SC ",99.3 THE BOX
R&B/Hip-Hop,WNBM,"New York, NY ",RADIO 103.9
R&B/Hip-Hop,WNOV-AM,"Milwaukee, WI ",THE NEW WNOV
R&B/Hip-Hop,WOSL,"Cincinnati, OH ",OLD SCHOOL 100.3
R&B/Hip-Hop,WOWI,"Norfolk-Virginia Beach, VA ",WOWI 103 JAMZ
R&B/Hip-Hop,WPEG,"Charlotte, NC ",POWER 98 WPEG-FM
R&B/Hip-Hop,WPHI,"Philadelphia, PA ",HOT 107.9
R&B/Hip-Hop,WPRW,"Augusta, GA ",POWER 107
R&B/Hip-Hop,WPWX,"Chicago, IL ",POWER 92
R&B/Hip-Hop,WQBT,"Savannah, GA ",94.1 THE BEAT
R&B/Hip-Hop,WQHH,"Lansing-East Lansing, MI ",POWER 96.5 FM
R&B/Hip-Hop,WQMG,"Greensboro-Winston Salem, NC ",97.1 QMG
R&B/Hip-Hop,WQOK,"Raleigh-Durham, NC ",K97.5
R&B/Hip-Hop,WQOX,"Memphis, TN ",88.5 THE VOICE OF MCS
R&B/Hip-Hop,WQQK,"Nashville, TN ",92 Q
R&B/Hip-Hop,WQUE,"New Orleans, LA ",Q93 FM
R&B/Hip-Hop,WRBJ,"Jackson, MS ",HOT 97.7
R&B/Hip-Hop,WRBO,"Memphis, TN ",103.5 WRBO
R&B/Hip-Hop,WRNB,"Philadelphia, PA ",OLD SCHOOL 100.3
R&B/Hip-Hop,WROU,"Dayton, OH ",92.1 WROU
R&B/Hip-Hop,WSOL,"Jacksonville, FL ",V 101.5
R&B/Hip-Hop,WSRB,"Chicago, IL ",SOUL 106.3
R&B/Hip-Hop,WSTR,"Atlanta, GA ",STREETZ 94.5
R&B/Hip-Hop,WTLC,"Indianapolis, IN ",WTLC 106.7
R&B/Hip-Hop,WTLZ,"Saginaw-Bay City-Midland, MI ",KISS 107.1
R&B/Hip-Hop,WTMP-AM,"Tampa-St. Petersburg, FL ",CLASSIC R&B
R&B/Hip-Hop,WTUG,"Birmingham, AL ",TODAY'S R&B AND OLD SCHOOL
R&B/Hip-Hop,WTYB,"Savannah, GA ",MAGIC 103.9
R&B/Hip-Hop,WUBT,"Nashville, TN ",101.1 THE BEAT
R&B/Hip-Hop,WUHT,"Birmingham, AL ",HOT 107.7
R&B/Hip-Hop,WUSL,"Philadelphia, PA ",POWER 99 FM
R&B/Hip-Hop,WVAZ,"Chicago, IL ",V-103
R&B/Hip-Hop,WVBE-AM,"Roanoke-Lynchburg, VA ",VIBE 100FM
R&B/Hip-Hop,WVEE,"Atlanta, GA ",V-103
R&B/Hip-Hop,WVKL,"Norfolk-Virginia Beach, VA ",95.7 R&B
R&B/Hip-Hop,WWDM,"Columbia, SC ",THE BIG DM 101FM
R&B/Hip-Hop,WWIN,"Baltimore, MD ",MAGIC 95.9 FM
R&B/Hip-Hop,WWMG,"Montgomery, AL ",MAGIC 97
R&B/Hip-Hop,WWPR,"New York, NY ",POWER 105.1
R&B/Hip-Hop,WWWZ,"Charleston, SC ",Z93 JAMZ
R&B/Hip-Hop,WXMG,"Columbus, OH ",MAGIC 106.3
R&B/Hip-Hop,WXST,"Charleston, SC ",STAR 99.7
R&B/Hip-Hop,WYLD,"New Orleans, LA ",WYLD FM98
R&B/Hip-Hop,WZAK,"Cleveland, OH ",93.1 FM WZAK CLEVELAND'S R&B LEADER
R&B/Hip-Hop,WZFX,"Raleigh-Durham, NC ",FOXY 99 JAMZ
R&B/Hip-Hop,WZHT,"Montgomery, AL ",HOT 105
Smooth Jazz,KJZY,"Santa Rosa, CA ",SMOOTH JAZZ 93.7
Smooth Jazz,KOAZ-AM,"Albuquerque, NM ",THE OASIS
Smooth Jazz,KUNV,"Las Vegas, NV ",THE SOURCE 91.5 FM
Smooth Jazz,SJNT,Networks,SMOOTH JAZZ NETWORK
Smooth Jazz,SXWR,Networks,SIRIUS XM - WATERCOLORS
Smooth Jazz,WDAS-AM,"Philadelphia, PA ",SMOOTH JAZZ JJZ
Smooth Jazz,WEIB,"Springfield, MA ",106.3 SMOOTH FM
Smooth Jazz,WFSK,"Nashville, TN ",JAZZY 88
Smooth Jazz,WNWV,"Cleveland, OH ",107.3 THE WAVE
Smooth Jazz,WVAS,"Montgomery, AL ",90.7 FM WVAS
Smooth Jazz,WVST,"Richmond, VA ",THE SOURCE 91.3 WVST
Top Forty,CFLZ,"Buffalo, NY ",2DAY FM
Top Forty,KAGM,"Albuquerque, NM ",POWER 106.7
Top Forty,KAMP,"Los Angeles, CA ",97.1 AMP RADIO
Top Forty,KBBT,"San Antonio, TX ",THE BEAT 98.5
Top Forty,KBFF,"Portland, OR ",LIVE 95.5
Top Forty,KBFM,"McAllen-Brownsville, TX ",WILD 104
Top Forty,KBKS,"Seattle-Tacoma, WA ",KISS 106.1
Top Forty,KBOS,"Fresno, CA ",B95
Top Forty,KBWX,"St. Louis, MO ",WILD 104.9
Top Forty,KCAQ,"Oxnard-Ventura, CA ",Q104.7 FM
Top Forty,KCDU,"Monterey-Salinas-Santa Cruz, CA ",THE BEACH 101.7
Top Forty,KCHZ,"Kansas City, MO-KS ",95.7 THE VIBE
Top Forty,KCRZ,"Fresno, CA ",HITZ 104.9
Top Forty,KDDB,"Honolulu, HI ",DA BOMB 102.7
Top Forty,KDGS,"Wichita, KS ",POWER 93.9
Top Forty,KDLW,"Albuquerque, NM ",Z 106.3
Top Forty,KDND,"Sacramento, CA ",E.107.9 THE END
Top Forty,KDON,"Monterey-Salinas-Santa Cruz, CA ",KDON 102.5
Top Forty,KDWB,"Minneapolis-St. Paul, MN ",KDWB 101.3
Top Forty,KEGY,"San Diego, CA ",ENERGY 103.7
Top Forty,KEZE,"Spokane, WA ",HOT 96.9
Top Forty,KFRH,"Las Vegas, NV ",104.3 NOW
Top Forty,KFYV,"Oxnard-Ventura, CA ",LIVE 105.5 FM
Top Forty,KFYZ,"Santa Barbara, CA ",Z 94.5
Top Forty,KGGI,"Riverside-San Bernardino, CA ",99.1 KGGI
Top Forty,KHFI,"Austin, TX ",KISS FM 96.7
Top Forty,KHHM,"Sacramento, CA ",HOT 103.5
Top Forty,KHKS,"Dallas-Ft. Worth, TX ",106.1 KISS FM
Top Forty,KHOP,"Stockton, CA ",KHOP @ 95-1
Top Forty,KHTH,"Santa Rosa, CA ",HOT 101.7
Top Forty,KHTN,"Modesto, CA ",HOT 104.7
Top Forty,KHTP,"Seattle-Tacoma, WA ",HOT 103.7
Top Forty,KHTS,"San Diego, CA ",CHANNEL 93.3
Top Forty,KHTT,"Tulsa, OK ",K-HITS 106.9
Top Forty,KHXT,"Lafayette, LA ",HOT 107.9 ACADIANA'S HIPHOP
Top Forty,KIBT,"Colorado Springs, CO ",96.1 BEAT
Top Forty,KIIS,"Los Angeles, CA ",KIIS FM
Top Forty,KISV,"Bakersfield, CA ",HOT 94.1
Top Forty,KJYO,"Oklahoma City, OK ",KJ 103
Top Forty,KKDM,"Des Moines, IA ",KISS 107 FM
Top Forty,KKFR,"Phoenix, AZ ",POWER 98.3
Top Forty,KKHH,"Houston-Galveston, TX ",HOT 95.7
Top Forty,KKMG,"Colorado Springs, CO ",98.9 MAGIC FM
Top Forty,KKND,"New Orleans, LA ",POWER 102.9
Top Forty,KKOB,"Albuquerque, NM ",93.3 KOB.FM THE POP MUSIC CHANNEL
Top Forty,KKPN,"Corpus Christi, TX ",PLANET 102.3 KKPN
Top Forty,KKRZ,"Portland, OR ",Z100
Top Forty,KKSS,"Albuquerque, NM ",KISS 97.3 FM
Top Forty,KKSW,"Kansas City, MO-KS ",105.9 KISS FM
Top Forty,KKWD,"Oklahoma City, OK ",WILD 104.9 HD
Top Forty,KKXX,"Bakersfield, CA ",HOT HITS 93.1
Top Forty,KLAL,"Little Rock, AR ",ALICE @ 107.7
Top Forty,KLCA,"Reno, NV ",ALICE @ 96.5
Top Forty,KLIF,"Dallas-Ft. Worth, TX ",i93
Top Forty,KLLY,"Bakersfield, CA ",KELLY 95.3 FM
Top Forty,KLUC,"Las Vegas, NV ",KLUC 98.5
Top Forty,KMVQ,"San Francisco, CA ",NOW! 99.7 FM
Top Forty,KMXV,"Kansas City, MO-KS ",MIX 93.3
Top Forty,KNHC,"Seattle-Tacoma, WA ",C 89.5 FM SEATTLE'S HOTTEST MUSIC
Top Forty,KOHT,"Tucson, AZ ",HOT 98.3
Top Forty,KOPW,"Omaha, NE ",POWER 106.9
Top Forty,KPEZ,"Austin, TX ",102.3 THE BEAT
Top Forty,KPHW,"Honolulu, HI ",THE NEW POWER 104.3
Top Forty,KPLV,"Las Vegas, NV ",MY 93.1
Top Forty,KPRR,"El Paso, TX ",POWER 102 KPRR FM
Top Forty,KPTT,"Denver, CO ",95.7 THE PARTY
Top Forty,KPWR,"Los Angeles, CA ",POWER 106 FM
Top Forty,KQCH,"Omaha, NE ",CHANNEL 94-1
Top Forty,KQIE,"Riverside-San Bernardino, CA ",Q104.7
Top Forty,KQKS,"Denver, CO ",KS 107.5
Top Forty,KQMV,"Seattle-Tacoma, WA ",MOViN 92.5
Top Forty,KQXY,"Beaumont-Port Arthur, TX ",Q 94
Top Forty,KRBE,"Houston-Galveston, TX ",104 KRBE
Top Forty,KRBQ,"San Francisco, CA ",Q102.1
Top Forty,KREV,"San Francisco, CA ",92.7 REV FM
Top Forty,KRQQ,"Tucson, AZ ",93.7 KRQ
Top Forty,KRUF,"Shreveport, LA ",K94.5
Top Forty,KSAS,"Boise, ID ",KISS FM
Top Forty,KSEQ,"Fresno, CA ",Q97
Top Forty,KSFM,"Sacramento, CA ",KSFM 102.5
Top Forty,KSLZ,"St. Louis, MO ",Z107.7 FM
Top Forty,KSMB,"Lafayette, LA ",94.5 KSMB
Top Forty,KSPW,"Springfield, MO ",POWER 96.5
Top Forty,KSSX,"San Diego, CA ",95.7 KISS FM
Top Forty,KSXY,"Santa Rosa, CA ",Y 100.9
Top Forty,KSZR,"Tucson, AZ ",i97.5
Top Forty,KTBT,"Tulsa, OK ",92.1 THE BEAT
Top Forty,KTFM,"San Antonio, TX ",94.1 KTFM
Top Forty,KUBE,"Seattle-Tacoma, WA ",KUBE 93 FM
Top Forty,KUDD,"Salt Lake City, UT ",MIX 107.9
Top Forty,KUUU,"Salt Lake City, UT ",U92 BLAZIN HIP-HOP BEAT
Top Forty,KVEG,"Las Vegas, NV ",HOT 97.5
Top Forty,KVLY,"McAllen-Brownsville, TX ",MIX 107.9 KVLY
Top Forty,KVVF,"San Francisco, CA ",HOT 105.7
Top Forty,KVYB,"Oxnard-Ventura, CA ",103.3 THE VIBE
Top Forty,KWIN,"Stockton, CA ",KWIN 98.3 / 97.7
Top Forty,KWNW,"Memphis, TN ",101.9 KISS FM
Top Forty,KWYD,"Boise, ID ",WILD 101.1
Top Forty,KWYL,"Reno, NV ",WILD 102.9
Top Forty,KXJM,"Portland, OR ",JAM'N 107.5
Top Forty,KXXM,"San Antonio, TX ",MIX 96.1
Top Forty,KYLD,"San Francisco, CA ",WILD 94.9
Top Forty,KYLI,"Las Vegas, NV ",PULSE 96.7 FM
Top Forty,KZBD,"Spokane, WA ",NOW 105.7 FM
Top Forty,KZCH,"Wichita, KS ",CHANNEL 96.3
Top Forty,KZFM,"Corpus Christi, TX ",HOT Z-95
Top Forty,KZHT,"Salt Lake City, UT ",94.9 ZHT
Top Forty,KZON,"Phoenix, AZ ",LIVE 101.5
Top Forty,KZZP,"Phoenix, AZ ",104.7 KISS FM
Top Forty,MCDC,Networks,MC MUSIC CHOICE - DANCE/ELECTRONICA
Top Forty,MCTF,Networks,MC MUSIC CHOICE - HITLIST
Top Forty,SXBP,Networks,SIRIUS XM - BPM
Top Forty,SXH1,Networks,SIRIUS XM - SIRIUS XM HITS 1
Top Forty,SXP2,Networks,SIRIUS XM - POP2K
Top Forty,SXSH,Networks,SIRIUS XM - SHADE 45
Top Forty,SXVN,Networks,SIRIUS XM - VENUS
Top Forty,WABD,"Mobile, Al ",97.5 WABD
Top Forty,WAEB,"Allentown, PA ",B104
Top Forty,WAEV,"Savannah, GA ",97-3 KISS FM
Top Forty,WAEZ,"Johnson City-Kingsport-Bristol, TN-VA ",ELECTRIC 94.9
Top Forty,WAJZ,"Albany-Schenectady, NY ",JAMZ 96.3
Top Forty,WAKS,"Cleveland, OH ",KISS 96.5
Top Forty,WAOA,"Melbourne, FL ",WA1A 107.1 FM
Top Forty,WAPE,"Jacksonville, FL ",WAPE 95.1
Top Forty,WAYV,"Atlantic City, NJ ",WAYV 95.1
Top Forty,WBBM,"Chicago, IL ",B96
Top Forty,WBBO,"Monmouth-Ocean, NJ ",B 98.5
Top Forty,WBHT,"Wilkes-Barre-Scranton, PA ",BHT 97.1
Top Forty,WBLI,"Nassau-Suffolk, NY ",106.1 BLI LONG ISLAND
Top Forty,WBMP,"New York, NY ",92.3 AMP RADIO
Top Forty,WBQT,"Boston, MA ",HOT 96.9
Top Forty,WBTT,"Ft. Myers-Naples, FL ",105.5 THE BEAT
Top Forty,WCGQ,"Columbus, GA ",Q 107.3
Top Forty,WCHD,"Dayton, OH ",CHANNEL 99.9
Top Forty,WCPY,"Chicago, IL ",DANCE FACTORY
Top Forty,WDCG,"Raleigh-Durham, NC ",G105
Top Forty,WDHT,"Dayton, OH ",HOT 102.9
Top Forty,WDJQ,"Akron, OH ",Q 92
Top Forty,WDJX,"Louisville, KY ",99.7 DJX
Top Forty,WDOD,"Chattanooga, TN ",HITS 96
Top Forty,WDZH,"Detroit, MI ",98.7 AMP RADIO
Top Forty,WEMX,"Baton Rouge, LA ",MAX 94.1
Top Forty,WERO,"Greenville-New Bern, NC ",BOB 93.3
Top Forty,WEZB,"New Orleans, LA ",B97.1
Top Forty,WFBC,"Greenville-Spartanburg, SC ",B93.7
Top Forty,WFHN,"New Bedford-Fall River, MA ",FUN 107
Top Forty,WFKS,"Melbourne, FL ",KISS 95.1
Top Forty,WFLC,"Miami, FL ",HITS 97.3
Top Forty,WFLY,"Albany-Schenectady, NY ",FLY 92.3
Top Forty,WFLZ,"Tampa-St. Petersburg, FL ",93.3 FM FLZ
Top Forty,WHBQ,"Memphis, TN ",Q 107.5
Top Forty,WHHD,"Augusta, GA ",HD 98.3
Top Forty,WHHY,"Montgomery, AL ",Y102
Top Forty,WHKF,"Harrisburg-Lebanon-Carlisle, PA ",KISS FM 99.3
Top Forty,WHOT,"Youngstown, OH ",HOT 101
Top Forty,WHQC,"Charlotte, NC ",CHANNEL 96.1 FM
Top Forty,WHTP,"Portland-Poland Spring, ME ",HOT 104.7
Top Forty,WHTS,"Grand Rapids, MI ",105.3 HOT FM
Top Forty,WHTZ,"New York, NY ",Z100
Top Forty,WHYI,"Miami, FL ",Y-100.7
Top Forty,WHZT,"Greenville-Spartanburg, SC ",HOT 98.1
Top Forty,WIHT,"Washington, DC ",HOT 99.5
Top Forty,WIOG,"Saginaw-Bay City-Midland, MI ",102.5 WIOG
Top Forty,WIOQ,"Philadelphia, PA ",Q102 PHILADELPHIA
Top Forty,WIXX,"Green Bay, WI ",WIXX 101
Top Forty,WJBQ,"Portland-Poland Spring, ME ",Q 97.9
Top Forty,WJFX,"Ft. Wayne, IN ",HOT 107.9
Top Forty,WJHM,"Orlando, FL ",101.9 AMP RADIO
Top Forty,WJIM,"Lansing-East Lansing, MI ",97.5 NOW FM
Top Forty,WJJS,"Roanoke-Lynchburg, VA ",JAMMIN' 104.9
Top Forty,WJMN,"Boston, MA ",JAM'N 94.5
Top Forty,WJQM,"Madison, WI ",93.1 JAMZ
Top Forty,WKCI,"Hartford, CT ",KC 101
Top Forty,WKDD,"Akron, OH ",98.1 WKDD
Top Forty,WKFS,"Cincinnati, OH ",KISS 107 FM
Top Forty,WKGS,"Rochester, NY ",KISS 106.7
Top Forty,WKHT,"Knoxville, TN ",HOT 104.5 FM
Top Forty,WKKF,"Albany-Schenectady, NY ",KISS 102.3
Top Forty,WKQI,"Detroit, MI ",CHANNEL 95.5
Top Forty,WKRZ,"Wilkes-Barre-Scranton, PA ",98.5 KRZ
Top Forty,WKSC,"Chicago, IL ",KISS FM 103.5
Top Forty,WKSE,"Buffalo, NY ",KISS 98.5
Top Forty,WKSL,"Jacksonville, FL ",97.9 KISS FM
Top Forty,WKSS,"Hartford, CT ",KISS 95.7
Top Forty,WKST,"Pittsburgh, PA ",KISS FM 96.1
Top Forty,WKSZ,"Green Bay, WI ",95.9 KISS FM
Top Forty,WKTU,"New York, NY ",KTU 103.5 FM
Top Forty,WKZL,"Greensboro-Winston Salem, NC ",107.5 KZL
Top Forty,WLAN,"Lancaster, PA ",FM 97
Top Forty,WLDI,"West Palm Beach-Boca Raton, FL ",WILD 95.5
Top Forty,WLLD,"Tampa-St. Petersburg, FL ",WILD 94.1
Top Forty,WLTO,"Lexington, KY ",HOT 102
Top Forty,WMFQ,"Gainesville-Ocala, FL ",Q92
Top Forty,WMIA,"Miami, FL ",MY 93.9
Top Forty,WMKS,"Greensboro-Winston Salem, NC ",100.3 KISS FM
Top Forty,WNCI,"Columbus, OH ",WNCI 97.9
Top Forty,WNFN,"Nashville, TN ",i106
Top Forty,WNKS,"Charlotte, NC ",KISS 95.1 FM
Top Forty,WNOH,"Norfolk-Virginia Beach, VA ",NOW 105
Top Forty,WNOK,"Columbia, SC ",104.7 WNOK
Top Forty,WNOW,"Indianapolis, IN ",RADIONOW 100.9
Top Forty,WNRG,"Milwaukee, WI ",ENERGY 106.9
Top Forty,WNRW,"Louisville, KY ",RADIO NOW 98.9
Top Forty,WNTQ,"Syracuse, NY ",93Q
Top Forty,WNVZ,"Norfolk-Virginia Beach, VA ",Z104
Top Forty,WODS,"Boston, MA ",103.3 AMP RADIO
Top Forty,WPGC,"Washington, DC ",WPGC JAMS 95.5 FM
Top Forty,WPLW,"Raleigh-Durham, NC ",PULSE 102
Top Forty,WPOI,"Tampa-St. Petersburg, FL ",HOT 101.5
Top Forty,WPOW,"Miami, FL ",POWER 96
Top Forty,WPRO,"Providence-Warwick-Pawtucket, RI ",92 PRO FM
Top Forty,WPST,"Philadelphia, PA ",97.5 PST TODAY'S HIT MUSIC
Top Forty,WPTY,"Nassau-Suffolk, NY ",PARTY FM
Top Forty,WPXY,"Rochester, NY ",98 PXY
Top Forty,WPYO,"Orlando, FL ",PARTY 95.3 ORLANDO
Top Forty,WQEN,"Birmingham, AL ",103.7 THE Q
Top Forty,WQHT,"New York, NY ",HOT 97 FM
Top Forty,WRCL,"Flint, MI ",CLUB 93.7
Top Forty,WRDW,"Philadelphia, PA ",WIRED 96.5
Top Forty,WRNW,"Milwaukee, WI ",97.3 RADIO NOW
Top Forty,WRQX,"Washington, DC ",DC'S 107.3
Top Forty,WRVQ,"Richmond, VA ",Q94
Top Forty,WRVW,"Nashville, TN ",107.5 THE RIVER
Top Forty,WRVZ,"Charleston, WV ",THE BEAT 98.7
Top Forty,WSNX,"Grand Rapids, MI ",WSNX 104.5
Top Forty,WSSX,"Charleston, SC ",95SX
Top Forty,WTMG,"Gainesville-Ocala, FL ",MAGIC 101.3
Top Forty,WTOK,"San Juan, PR ",HOT 102 FM
Top Forty,WURV-HD,"Richmond, VA ",HOT 106.1
Top Forty,WVHT,"Norfolk-Virginia Beach, VA ",HOT 100.5
Top Forty,WVKS,"Toledo, OH ",KISS 92.5
Top Forty,WVSR,"Charleston, WV ",ELECTRIC 102.7 FM
Top Forty,WWCK,"Flint, MI ",CK 105.5
Top Forty,WWHT,"Syracuse, NY ",HOT 107.9
Top Forty,WWKL,"Harrisburg-Lebanon-Carlisle, PA ",HOT 93.5
Top Forty,WWKX,"Providence-Warwick-Pawtucket, RI ",HOT 106 FM
Top Forty,WWPW,"Atlanta, GA ",POWER 96.1
Top Forty,WWST,"Knoxville, TN ",STAR 102.1
Top Forty,WWWQ,"Atlanta, GA ",Q100
Top Forty,WXIS,"Johnson City-Kingsport-Bristol, TN-VA ",JAMMIN' 103.9
Top Forty,WXJZ,"Gainesville-Ocala, FL ",PARTY 100.9 FM
Top Forty,WXKB,"Ft. Myers-Naples, FL ",B103.9
Top Forty,WXKS,"Boston, MA ",KISS 108 FM
Top Forty,WXLK,"Roanoke-Lynchburg, VA ",K92
Top Forty,WXSS,"Milwaukee, WI ",103.7 KISS FM
Top Forty,WXXL,"Orlando, FL ",XL 106.7 FM
Top Forty,WXXX,"Burlington-Plattsburgh, VT-NY ",95 TRIPLEX
Top Forty,WYKS,"Gainesville-Ocala, FL ",KISS 105.3 FM
Top Forty,WYOY,"Jackson, MS ",Y101
Top Forty,WYRB,"Rockford, IL ",POWER 106.3
Top Forty,WZEE,"Madison, WI ",Z 104
Top Forty,WZFT,"Baltimore, MD ",Z104.3
Top Forty,WZMX,"Hartford, CT ",HOT 93.7
Top Forty,WZOK,"Rockford, IL ",97 ZOK
Top Forty,WZPL,"Indianapolis, IN ",Z-99.5
Top Forty,WZYP,"Huntsville, AL ",104 WZYP
Top Forty,XDIS,Networks,RADIO DISNEY
Top Forty,XHTO,"El Paso, TX ",HIT FM 104.3
Top Forty,XHTZ,"San Diego, CA ",Z 90.3
Triple A,CIDR,"Detroit, MI ",THE RIVER 93.9 FM
Triple A,KBCO,"Denver, CO ",WORLD CLASS ROCK 97.3 FM
Triple A,KBOO,"Portland, OR ",KBOO-FM
Triple A,KCCN,"Honolulu, HI ",FM 100 ALL OF TODAY'S HAWAIIAN HITS
Triple A,KCMP,"Minneapolis-St. Paul, MN ",THE CURRENT
Triple A,KCRW,"Los Angeles, CA ",89.9 KCRW
Triple A,KCSN,"Los Angeles, CA ",88.5 KCSN
Triple A,KDHX,"St. Louis, MO ",ST. LOUIS COMMUNITY RADIO
Triple A,KEXP,"Seattle-Tacoma, WA ",KEXP 90.3 WHERE THE MUSIC MATTERS
Triple A,KFOG,"San Francisco, CA ",KFOG 104.5 WORLD CLASS ROCK
Triple A,KGSR,"Austin, TX ",93.3 KGSR
Triple A,KINK,"Portland, OR ",101.9 KINK FM
Triple A,KKXT,"Dallas-Ft. Worth, TX ",KXT 91.7
Triple A,KNBT,"San Antonio, TX ",92.1 FM RADIO NEW BRAUNFELS
Triple A,KPIG,"Monterey-Salinas-Santa Cruz, CA ",KPIG
Triple A,KPND,"Spokane, WA ",95.3 KPND PROGRESSIVE RADIO
